benefitsReview,binary_sentiment
ok so far no probs just the odd headache  i find the clonazapam lasts me about 7 to 8 hours is that about right for 1mg i dont no,positive
"was placed on ritalin due to extreme fatigue assosicated with fibromyalgia.
medication highly effective in overcoming lack of energy and the tiredness that would never seem to go away.
the fatigue was worse than the physical pain associated with fibromyalgia.",positive
improved some symptoms: cold intolerance; carbs cravings; gives energy for a short periods of time (2-3 weeks) after increasing the dose;,negative
"Whenever I had a diarrhoea attack I could take two pills of the drug and the attacks diminished in numer and intensity, not blocking my intestinal activity afterwards",positive
"Clear skin is priceless, to wake ach day confidant, self esteem in tact and out the door with out ""needing"" makeup..I would do it again.",positive
It cured the rash around my upper lip and chin area,positive
"this drug claims 99.9% accuracy when administered daily with very little side effects, have been using for several years with no weight gain and no accidents. the packaging is simple, easy and convenient.",positive
It reduces the frequency of episodes of relapsing/remitting multiple sclerosis.,positive
"Once I was diagnosed properly and began taking the synthroid, my dry skin cleared up, my energy level increased and my depression lifted.  My hair is now thick and shiny again.  I did not have weight gain so I cannot comment on that.",positive
I was able to eat without nausea and vomiting after meals.  I was able to regain lost weight.  I was able to eat normal sized meals again.,positive
After about two weeks of the taking Chantix the craving was alot less,positive
"well controlled seasonal allergies and improved breathing.  I was able to use this medicine for allergies but also noticed that my general breathing, especially while working out, also improved.  Years later I was diagnosed with reactive airway disease instead of asthma.  I had noticed I had a much harder time jogging during the seasonal changes until I started taking the Claritin.  Then running became much easier, so it now makes sense to me that the Claritin helped so much.",positive
"Nerve pain and muscle pain decreased significantly within the first couple days.  Fibromyalgia was very debilitating for me but with Lyrica, I was able to go back to work and function normally.  It helped with pins and needles, twitching, and muscle spasms.  It also seemed to help with some of the anxiety I experienced.",positive
"Was getting up to urinate 3-6 times a night to urinate. NOw can sleep through the night getting up not at all or one time. excellent results - could not be happier. Dr. did digital exam, but felt no abnormality, but said hypertrophy could be on side he could not palpate, so to try tamsulosin. It worked!",positive
"The benefits to the treatment were that my anxiety was significantly decreased.  It took almost two months for the benefits to kick in, but when they did it was well worth it.  The depression also decreased significantly.  I'm not sure if that was due to the addition of Wellbutrin, or if the reduction in anxiety was so great as to reduce the depression.",positive
"Strength returning, clarity, ability to breath improved",positive
"the treatment was to help lower my colesterol levels, i only took it for two weeks so i did not benefit from taken this treatment,",negative
"My chlamydia went a way and i made a complete recovery. My acne also temporarily went away, which was good. However, it did come back after i stopped taking it, which meant it was somewhat useless.",positive
The treatment remedied her lab values as well as treated her symptoms of weight gain and lack of energy.,positive
"More energy, the pall that was hanging over me was lifted.  I became me again.  I did not just cruise through life having no connection, I was engaged again.",positive
this drug lowered my mild hypertension to normal range,positive
Stopped thinking that caused panic attacks and delusions. Helped me be able to parent effectively again.,negative
The benefits were simple--NONE,negative
lowering high cholesterol,negative
"It helped with menstrual pain and cramping due to utereine fibriods. It also slowed down heavy menstraul bleeding somewhat that was caused by the size, number and location of my uterine fibriods.",positive
"A muscle in my neck was pinching a nerve such that  if i turned my head or lay on that side my arm would instantly start to tingle and my hand fall asleep.  The Flexeril was effective in relaxing my muscles enough to make this merely a slight sensation within about twenty minutes, and over aperiod of one two two months the problem went away entirely.",positive
"When I am in highly stressful situations, I start to cry.  I took xanax at times when I knew this would happen and it worked perfectly.  I did not cry at all, my eyes didn't even water.  This has never happened with any other medication.",positive
"I had   persistent periodontal problems, both stressful and painful.  Every dentist I saw  told me I was going to lose my teeth.  This drug  cleared up the condition.  It protected me against inflammation for the entire period of time that I took it.  I continued taking the drug much longer than is usually recommended because it was so effective. The effectiveness did not seem to diminish.",positive
"much more effective than synthroid in raising body temperature, relieving fatigue, and weight loss",positive
"This medication was greatly effective in alleviating my depression, more effective than SSRIs or SNRIs I have tried.  Also, the effects did not seem to wear off with time (over the course of treatment, 9-12 months) which I experienced with celexa and effexor xr.  The facial pain was also decreased, this medication is also used as a treatment for nerve pain.",positive
"Wellbutrin has been very effective for my low-grade depression. I have tried many other antidepressants in the past and have found them to be ineffective and/or causing too many side effects (weight gain, sexual side effects, fatigue, etc.). Wellbutrin actually helps me maintain my weight and has minimal sexual side effects.",positive
Prevented pregnancy,negative
Swelling decreased. Itching stopped. Easy to calculate dosage. Familiarity of rx with patient and family.  IV push med. Rapid acting.,positive
The doctor gave me a shot of cortazone.that quickly reduced . I was sent for therapy for about ten visits. I was also prescribed celebrex. However the celebrex actually made me feel worse. My heart was racing and it hurt my throat when I swallowed. It felt like I had a marble logged in my throat.my blood pressure was sky rocketing. The pain was gone but I felt terrible.,negative
I slept wonderfully well.,negative
"Crestor reduced my LDLC dramatically. Unfortunately there is no evidence that Crestor reduces heart attack risk or other cardiac event or reduces plaques. Stents and bypasses have not been proven to promote longevity either - merely to alleviate discomfort. 
My blood pressure went as low as 80/40 which made me faint",negative
"Helps to get patient to sleep more quickly than any other sleep aid; no morning ""grogginess"" as with some other medications.",positive
"The treatment benefits were of a great benefit to me. before i took the lortab i couldn't sleep, work, and i could barely get out of bed the pain was so severe. Before the lortab i did try the flexeril first and it didn't help, then I tried it with the Lyrica that only dulled the pain a little. Then the lortab and it helped tremendously. I started on two times a day after a month went to three and it helped to the point where i could work and I could get out of bed and do things like cut the grass or hiking and just many of other things. My overall experience were tremendous with minimal side effects!!!!!",positive
"Since this was an initial diagnosis of HSV 2 I do not know how effective it was as I have nothing to compare it to.  It is supposed to keep HSV 2 from erupting on the skin's surface or if it already has, it is supposed to reduce the duration of the lesions.",positive
"By taking Yasmin I did not get pregnant, as it did act as a proper birth control method.  However the side effects outweighed the benefits and I was forced to switch to a new form of birth control. I would NEVER recommend this type of birth control.",negative
"This particular treatment effectively eliminated all visible symptoms of oral herpes.  In my case, the symptoms were increasingly worse.  I would have an outbreak every two months that would last 14-18 days.  Since treatment, I have not had one outbreak.  Two years and counting.",positive
general gradual lowering of cholesterol levels over a period of twelve months,positive
The tamoxifen has kept my condition (benign) constant and with no signs of maligancy developing for ten years since the discovery of the condition.  Levothyroxine raised my levels to normal and I am less fatigued and feeling generally healthy.,positive
After pregnancy my upper lip remainedmarked with dark spots - melasma. My Dermatologist prescribed Tri-Luma cream to lighten the spots and also said it would help redice the appearance of my wrinkles.,negative
Prior to taking Nexium I had continuous GERD.  I took every type of antacid over the counter.  In addition I had more episodes of Asthma and cystitis.  Whenever I had extreme heartburn I would also get the other 2 problems mentioned above.,positive
"There was a complete reduction of back pain, and the inflammation. I wasn't sure what was causing it at the time- ie. back strain or period pain or?? but the Voltaren made me able to walk and sit comfortably again",positive
"The paxil ,valium combination releived my symtoms.",positive
I now lost 6 kg during 3 months and I can now wear my favorite dress without any hassles.,positive
after being given this treatment there was no coughing no vomitinig like i had experienced with some other bp medication,positive
I had become so severly depressed that I was incapable of holding a job.  My doctor had tried virtually all classifications of meds on the market but none were able to pull me out of the state I was in.  My world had become so dark I felt the sun would never shine again.  This med allowed me to function again within my family and within the working world.  I stopped crying all the time and was able to concentrate and perform the tasks necessary for employment.  I got my life back.,positive
Prevention of post surgical infection and peace of mind following my minor outpatient surgery.,positive
"Nasonex helped me brath at night and stopped congestion, sneezing and running nose.
It helped me also with my cat allergy, so now I have 3.
For years before nasonex I used dexarhinasray very often (5-6 times per week) but now I use it 10 times per year! in order to stop sneezing and running nose.",positive
"i had a severe fall and tore the psoas muscle and damaged the SI joint. Before i was in great physical shape. After I could barely walk a block. After PT which only mildly helped I asked for various meds. Vicodin helped some but left me hung over. Valium released the muscle seizures and allowed me slowly to   return to exercise. It's not used much now that there's Flexeril, but F. can lead to depression and doesn't as effectively release muscle tension (in my case).",positive
"It cleared the skin infection,effectively and quite fast, was convenient to take, and easy to remember.",positive
It removes boyh visible a nd unseen sun damage from the skin,positive
"For the depression it didn't make much of a difference; but it worked wonders for my anxiety. The edginess, nervousness, impatience, fear of socializing and going out of the house, completely disappeared after one month of taking it. My close friends even commented that 'I was my old self again'. I was much more relaxed and happy. It made me realize that I was misdiagnosed as depressed, when what I really have is anxiety. After talking to my new psiquiatrist, we came to that conclusion.",positive
None (see next entry).,negative
"control glacoma; since drug was so expensive, eye doctor started me out with sample drops. Drug was being used to stem the development of glacoma.",positive
The drug melts on the tongue so there is no need for water and is great when you need to take a tablet in the car etc. It is effective as soon as the effects of a migraine appear and I would reccommend it to anyone who suffers.,positive
"The drug is supposed to help decrease tear production. My eyes are still dry and get irritated easily. However, they are better than before I started the drug. On the ocassions when I have stopped using it for 2-3 weeks, my symptoms worsen, so it does appear to be helping.",positive
",being able to smoke while drug builds up in your system, I also really enjoyed the colorful and vivid dreams but some people are known to have terrible nigjhtmares.   Also you really do completely  Lose the urge to smoke!",positive
"None-Well, my TSH is only .02, but my thyroglobulin levels are elevated as well as antibodies. So...MAYBE this helped keep the cancer down (over the years I've had multiple I-131 treatments, 33 IMRT or external beam radation treatments, and multiple surgeries to the neck region. The drug does NOT seem to help with the symptoms that were evidence since realizing I had thyroid cancer.",negative
After skin finally healed - treatment areas were improved.,positive
Skin irritation and dandruff were eliminated after third use.,positive
My skin looked a little better but no significant improvement in wrinkles.  I  called the company and they said I should try it every second night.  I did that for a few months and did not get any result.  No peeling and flacking and still no significant difference in my wrinkles,positive
helped with anxiety.,positive
"The treatment benefits were the initial complaint of monthly cycle depression and nervousness went from occurring for a ten to fourteen day period down to a two day  
time frame.  Monthly menstruation also occurred in a more timely fashion - every 28 days.",positive
"After a couple of years of Propecia taking, I stopped loosing hair on the top of my head, moreover, it seems that hair got a little bit more dense, although I am not sure if this is just a feeling or a fact. It didn't improve my hairline in the temples though.",positive
Pain reduction at a controlled rate over 72 hours,positive
it lowered my b/p,negative
The drug stabilized my rapid cycling.  It facilitated my reducing alcohol consumption to decrease my hypomanic symptoms.,negative
I sometimes wake up refreshed although with xyrem I only sleep for about 5 hrs every night,negative
The treatment benefit was that my fever went down. My tonsilitis was also cured. After seven days or even less I was already feeling better. One benefit is that the cure can be taken orally with no downtime. It did not cause any side effects but sped up my recovery.,positive
"I was able to quit smoking 2 1/2 yrs ago.  I had smoked 2 1/2 packs of menthols for 35 years.  No one,including me, thought I could ever quit.  The Chantix kept me from feeling any withdrawal from nicotine and made it so smoking didn't give me the ""boost"" it had.  There became no point in smoking.  I kept the last prescription to take ""PRN' when in certain situations.  It also took a little mental work.",positive
"I believe that there are multiple treatment benefits of Taking Tylenol for my headache. Tylenol is safe, inexpensive, and does not require a physicians prescription. Additionally, it is available almost everywhere and therefor is convenient.",positive
"I experienced markedly improved fasting blood glucose levels, and greater stability of blood sugar before and after meals.  I had found with other treatment options, such as the insulin pump and the nph insulins that my morning blood sugars were always high, even with increased dosages.",positive
"Ejection Fraction increased from 27% to 55% over period of 8 years. No longer have chest pain, congestive heart failure, difficulty breathing, can do almost anything I want to.",positive
I have very few racing heart episodes since I have been on this medication.,positive
Fungus dead,positive
"There was an inital reduction in symptoms however in the end the treatment was not effective. The condition was eventually cleared up with Vandazole gel, which did work.",negative
Zoloft allowed me to continue my daily activities in a stressful job without feeling depressed or anxious.  I was more motivated to get out of bed and was more outgoing and energetic on the job.,positive
"relieved pain, swelling, progression of damage to joints",positive
effective in helplng to control acid reflux,positive
Controls the anxiety and fear of being without breathing.,positive
symptoms of shortness of breath were reduced within weeks of starting this medication. Felt more energy during the day.,positive
Noticeably Clearer complexion in forty eight hours or less.  Issue around lack of maintenance of clear complexion.,positive
"I was prescribed this medicine by my neurologist who prescribed it to treat both seizures and migraine headaches. The medicine was very effective. In the 6 month period I was on the medicine, I only experienced 3 seizures compared to my normal 3 a week. Migraine headaches were also reduces, only apparent if triggered by something severe.",positive
The treatment benfits were...I was able to over come depression with assitance from the drug paxil.  Along with therapy and Paxil I was able to live a normal life till I was able to do it alone through the coping methods I learned in Therapy.  I had no side effects and paxil took the edge off and allowed me to work ont he issues subjectively.,positive
"On day two of taking prempro at 5pm, I felt the extreme crashing fatigue and weakness go away! I felt a calmness in my nerves and I no longer had hot flashes, my skin was actually cold to the touch. The underarm body odor that had occured out of nowhere, so bad I had to wear my husbands deoderant, that also went away immediatly. Energy level increased and the all over illness I felt went away.  Thank God!",positive
Eliminated cystic acne,positive
"The medication did provide some lessening of allergy symptoms.  It helped my nose not to water as much.  However, I still had congestion and some days where my allergies were quite uncomfortable.  It seemed the effects lessened as time went on so the medication was less effective than at the beginning. Also my eyes still itched.  My throat also itched.",positive
"mild facial improvement, healing was faster. Problem persisted. Problem increased upon ceasing of the medication.",negative
My face and back acne cleared up within two weeks of regular use,positive
lower top/bottom reading numbers. I really don't understand the readings but initially they were like 140/90. now they read 120/70.,positive
amazing within 48 hrs virtually no pain,positive
prevent further clots and to dissolve pulmonary embolism,positive
The drug significantly lower my blood glucose level. Currently my blood glucose runs an average of 115 with some days below 90.,positive
"I no longer have to rely on drug dealers to make it through the day. I went back to school, and I feel great about myself. I've also encouraged many friends, and even other family members to give it a try!",positive
Immediate relief and full recovery within 1 week.,positive
Decreasse in general anxiety symptoms and most symptoms of depression.,positive
The medicine did not work on her head  ache--she had it all day long.,negative
"The famotidine has pracically eliminated the hives in conjunction with the Doxepin. I am now down to 20 mg of famotidine a day - I just take it in the evening. The next step will be to start taking it just every other day until I am off it completely. We'll monitor the hives alont the way, of course.",positive
"I didn't get any blackheads, and my cystic acne was considerably reduced. If a I started getting a giant underground pimple, it would clear up in a week. Without treatment, it could take a month or two to go away.",negative
"Increased energy, ability to focus, and increased ability to lose weight.  Patient suffered fewer low blood sugar episodes.  Thirty pounds of weight were lost in the first year.",positive
"Faint pigmentation started to disappear after ten days of use, and dark ones continued to become lighter.  Overall, skin became smoother and lighter after cleansing.",positive
I did sleep reliably and without waking up in the middle of the night,negative
"It cleared up the ear infection, but still didnt feel well from the cold my head was still conjusted and runny nose, but as far as the pain in the ear that
went away after taking the amoxicillin after a day.  I am continuing to take it to make sure the infection goes away.",positive
"Actually symptoms dissapeared almost within 15-20 min after taking medication, making it easy to continue with your normal day activities, even if that includes gym or an outdoor activity.",positive
"Stopped suicidal thoughts, stopped my constant worrying , my mind felt at peace for the first time in my life",positive
There seemed to be some mild improvement in alertness once he went onto the stronger (10 mg) version of the pill. There was no noticeable improvement in mood which was a disappointment.,negative
I found that the benefits of this drug were marginal at best. My heart rate decreased and I felt slightly less anxious but I still had a feeling of unease especially during social situations. Social situations felt only barely tolerable.  Though symptoms were minimized slightly it wasn't worth the side effects.,negative
"I had no benefits from this medication, if anything it added more problems for me. It never once relieved my pain in my ankle. Darvacet helped my ankle more then this medication. Even though I was switching because Darvacet was losing its effectiveness it would have been tons better to stay on Darvacet for all the bad Tramadol did for me.",negative
"There was a slight softening of the verticle wrinkles between my eyebrows, or ""11"" lines, but not the degree of change I was looking for, or had been suggested was possible by my physician, even after the second treatment.",negative
there were very few side effects plus after 3 days I was able to breath again.  It did take at least seven days before I could breath properly all the time. I did finish all the medication as my dr. prescribed.,positive
Lowered blood pressure too much.,negative
"The combination of weekly 20mg. Methotrexate with an infusion (at the doctor's office) of Remicade has almost completely controlled my rheumatoid arthritis.
I have had no further joint damage, and the initial symptoms of extreme fatigue and pain in the small joints of my hands, wrists, feet and ankles has abated.",positive
When I started taking the Augmentin I was ill about 3 weeks. After the treatment infection is gone. Augmentin worked after other antibiotics did not.,positive
none,negative
Eliminated Acne with in weeks of first using. I continued to use as my skin texture had improved. Any time there was a pimple or acne outbreak I would apply to pimple more than once during the day and the pimple would leave. I also used on any cold sores and it elimated them in 2 days.,positive
"After approximately two weeks of first using Prevacid, I noticed significant improvement in my symptoms.  Within 2 months, the symptoms had completely been resolved.",positive
I was able to turn my thoughts off at night,positive
Helped to get a good nights sleep with no worry.  Felt refreshed if slept a full 8 hrs.,positive
I was able to go about my daily life without feeling fear and paranoia. I was also able to handle a significant amount of stress in a reasonable manner.,positive
The fluticasone propionate shrinks the polyps when used as directed. The smaller the polyps the better one can breath; also the irritation from the polyps is reduced.,positive
The treatment benefits was better looking healthier skin,positive
"I would have wondering thoughts, like way to often, just thinking about the best ways to improve my lot in life, until it started to consume me to much. So I sought help, the main problem was sleeping, my thoughts would race so hard, that I could not sleep, this drug put my thoughts in check, allowing me to sleep soundly.",positive
"I was finally able to easily fall asleep and for the most part remain asleep for the entire night. The sleep was more refreshing and I woke up without the typical sleeping pill ""hang-over"".  Even while falling asleep you I didn't feel like I was all of a sudden blind-sided by a brick wall and forced to sleep.  This feels much more natural and real than other medications I have tried.",positive
no hot flashes and decrease in night sweats,positive
"my throat was better.  My headache started to pass away quite fast. At the end of the third day, with the help of the other medication I took during the treatment, I was healthy and could go to work.",positive
"A very bad and large cold sore started to slowly go away immediately when started.  I started it because my cold sore wasn't going away and getting way worse.  So I was prescribed 200mg 4x a day, for 10 days.  Which it immediately kept the cold sore from getting worse. I was give another same perscription and kept taking it, then my doctor wouldn't give me any more, even though it was showing improvement.  So, I found that I could order it online, and it directed me to take 1600 mg during outbreaks, so I did.  And it started healing, and now after almost a month it's almost gone.  This cold sore didn't break the surface, but was getting larger so this medication was a life saver.",positive
Decreased the acidity in stomach.,positive
I had a kidney infection with a very high fever.  Cipro reduced the fever from 104.2 to 97.6 within 5 or 6 day/cured the kidney infection..,positive
Non that were apparent.,negative
It lowers blood pressure from 100/150 to 85/130 and it also helps eliminate excess  fluids which made me very bloated. Now when I wake up in the morning my eyes are not that swollen. Also my heart seems to work without much effort. Before I felt my heart pumping hard and now I can't hardly feel it.,positive
"Although I had mild sleep problems the first two days of taking Vyvanse, I had virtually no side effects. Granted, my dose was low, but I had a hard time concentrating and summoning up the energy to do basic things like paying bills, etc. Vyvanse is no wonder drug, but I live pretty much like everyone else now, which is great. My mother is stunned. She says this is the first time she's ever been able to ask me where things are in my apartment and have me know (and be right). I take a medication holiday from Vyvanse most weekends and actual work holidays when I don't need to be able to concentrate.",positive
"Extremely effective for staying awake.  No jitters, just plain awake.  Puts you in a great mood too, but definitely not high.",positive
"O TOOK THIS TO HELP TO RELIEVE AND CURE MY YEAST INFECTION.  I HAD TRIED SEVERAL OTHER CREAMS, ONE WAS OVER THE COUNTER THE OTHER WAS PRESCRIBED BY MY DOCTOR.  THIS ORAL MEDICATION WAS THE ONLY ONE THAT WORKED.",positive
"becoming a normal functioning individual. it helped with the worry or feelings of anxiety. when diriving not being overwhelmed and felling confident. able to go in stores and be around people. not feeling tired or other types of side effects associated with anxiety drugs. not addictive, unlike other drugs. eventually i was able to stop taking the drug for a full recovery",positive
My bleading slowed.,negative
Hard to judge whether or not it was actually reducing the inflammation.  I was taking it while undergoing physical therapy which seemed at times to exacerbate the pain from the whiplash.,negative
"My severe pain and joint swelling diminished soon, and I have had few painful moments (and nothing like the pain I had before my diagnosis).",positive
BETTER SLEEP- WELL RESTED,negative
"Highs and lows of emotions were evened out.  Able to get through difficult crises without ""falling apart"".",positive
I had been on Quasense (a generic for a different type of extended BC) and liked it a lot but I noticed when I would go off the pill (for period) I would get extreme migraines when my hormones fluctuated.  Switched to Seasonique since there are hormones in the last week of pills which my doctor thought might reduce headaches.  Nope.  After the first three months I had my period and had the same terrible migraines.  I gave it three more months but had the same results.  The good news?  Not pregnant.,negative
"The benefits to the treatment was temporary relief of pain due to unknown infection in jaw area. Though no other drugs were taken to address the infection, the prescribed drug did alleviated the pain until the condition improved. Eventually a root canal was performed and I received a second prescription.",positive
I was able to reduce my smoking completely when taken as prescribed.,positive
"I was able to function until later in the day, without needing a nap",positive
"As having surgery, my mounth experienced excruiating pain. I was without them for 3 hours. These seemed like the worst day of my life. After taking the pills I noticed one of two things occured. One, the pain was gone soon after taking them. Two, I became extremely tired. First I thought that it was only like this because I just had surgery, but no. It seemed as though everytime I taken a pill I needed a nap soon after. Don't get me wrong, I would rather have a nap and be painless then to be awake throughout the entire day and experience that pain. This stayed this way for the entire time that I was on Lortab.",positive
Mum is notably brighter and more responsive whilst taking Aricept.  On mornings when tablets are forgotten (or inadvertantly dropped) she is much less alert and therefore alot more challenging to care for (less likely to be able to perform tasks she usually can perform herself),positive
lowered cholesterol,negative
She did not seem to have much benefit from it.  She still had considerable gas & acid reflux.,negative
Helped my abdominal pain and bowels. A little more energy after the first infussion but not much after the rest.  Helped with fistulas.,negative
reduced symptoms after using the cream for a total of two months.,positive
"Most nights I am able to fall asleep within about 20 minutes, sleep through the night, and wake feeling refreshed.  I do not feel any residual tiredness or sluggishness during the day.",positive
The patient did wake up more refreshed in the morning and didn't have to take the usual hour - 2 hour naps after work.  They didn't feel tired during the day anymore,negative
cleared up nose,positive
"I really don't know if there are any, since I'm taking it prophylactically.",negative
"Vicodin 500mg- reduced bone pain caused by Neulasta shot.
Dexameth 4mg.- reduced drug reactions caused by chemotherapy.
Compazine 10mg.- reduced nausea caused by chemotherapy.
Taxotere/Cytoxan- going thru tx. at this time. hope to be cancer free!
Neulasta shot- increased whit blood count so we could continue with chemotherapy.",positive
I was able do my work without hassles and I'm free from pain right now. There's no need for me to cry anymore whenever I urinate.,positive
Hardly any- it was much less effective than paracetamol against the pain. I still had to take the maximum dose of ibuprofen to reduce the pain. I hoped taking Voltaren as well would extend the analgesic effects of the ibuprofen but it was fairly ineffective.,negative
This  slows the sugar going into my system so that my body can use most of my own insulin to process the sugar.  It is to be taken along with the metformin. It has helped control my blood sugar very well.,positive
I have only been taking it 2 weeks but it so far eliminated my night sweats and hot flashes and in just 2 weeks I have noticed my skin looks and feels like I am 20 again my slight wrinkles on my face vanished almost overnight I look and feel younger. I am so impressed with my complexion.,positive
"in taking finasteride 2.5mg per day for six months i noticed an increase in hair growth of new hairs and existing ones. most of the increased hair growth was in the crown region of the head. There was an increase  of hair growth of the front hair line, but it was not substantial. My hair also grew at a faster rate than normal.",positive
"no pregnancy, reduced ance",positive
The benefit is that it cleared up the giardia infection I had.,negative
"This treatment helped with my rheumatoid arthritis as I had decided not to take any stronger drugs anymore.  I attribute my being able to function on just one a day to my taking of many supplements, i.e. fish oils, MSM, Vit C, E and so forth.  I also do Tai Chi and try to stay as active as I can.  So far, so good!!",positive
drug was prescribed for off label use to treat recurrent infections by physician whose protocol addresses high viral load in limbic system (chicken pox) and GI tract (MMR vaccine remnants).  It seemed to work - could be that other environmental variables were removed simultaneously but I can't think of variables that were exactly concurrent with taking of this drug.  It stopped 6 week recurrent symptoms of cold/flu-like exhaustion.,positive
Much greater ability to breathe.,positive
"Before when I had a migraine headache I used to be in agony for at least 48 hours. I would have to go to bed because the pain was so bad. I could hardly see and my stomach would be so upset that I would be sick to my stomach. Nothing that I tried ever worked. With the zomig, usually within 1-2 hours and sometimes less I would have tota relief of my migraine headache.",positive
"the treatment reduced the following symptoms of depression: apathy, lack of
interest in daily activities, passive suicidal ideation, loss of energy.",positive
"More energy, better mood, increase sexual desire (which was very low).",positive
Ear pain decreased on the third day.  Ear pain was gone by the day 5. Both infections went away on the 6th day.  This drug worked as expected and the results were remarkable.,positive
"I can not shut my mind down to go to sleep.  I will lay there and think of thing after thing and cannot ""shut down."" I originally took ambien for insomia, but my insurance would not fully cover the prescription and it was too expensive to take nightly.  My doctor put me on trazadone as a safe, low cost alternative.  I take 1/3 to 1/2 of a trazadone each night. I vary the dosage, depending on how ""excitable"" I feel that day. It takes roughly 20 minutes to one half of an hour to take effect.  If I don't go directly to bed after taking it, if I stay up watching tv or reading, when I start to feel the effects I give in and go to bed immediately.  I have got into doing something and fought it off before and sometimes you can overcome it, but another time I accidently took it with my morning vitamines and was not able to go to work.  I had to go back to bed!  I love the drug and since I tend to be high strung anyway, I am sure that I am receiving multiple benefits from trazadone.",positive
"The immediate benefits were the relaxing, pain free life I am now experiencing. I am not sure how long it will last, but I will take the relief for now. I have suffered with terrible back pain for going on 8 years, and until I was prescribed valium and Norco combination, I was still in excruciating pain. The combo eases the muscle spasms and basically stops all pain in my lower back. When I awake, I am hurting, but within 20 minutes of taking meds, I am my old, 25 year old self again.",positive
For over a period of several years my blood pressure has gone down and has stayed down. Follow up visits to the doctor have proven to be much better when blood pressure was checked. The doctor has recommended that I stay on this product and along with exercise should be highly effective.,positive
"Severe debilitating pain  associated with inflammation and joint pain through out the body is alleviated, enabling more normal living.  eg being able to do all housework tasks, gardening, running around and picking up grandchildren, enjoying social life plus taking part in daily fitness activities.",positive
No seizures,negative
Analgesic post surgery without use of codeine (patient has allergy).,positive
Perfect.  The Trazadone helps me sleep inspite of the Prozac.  I no longer have any manic phases thanks to Lamictal.,positive
Has brought BP down to 128/85,negative
"The benefits were smoother, more evenly-colored skin. I have no deep wrinkles. I developed no blemishes and I tended to stay out of the sun since it makes skin photo-sensitive. I am mistaken for being younger than my age, however, whether it's heredity or product, I'll never know for sure.",positive
"I have been struggling with adult acne. A dermatologist prescribes the Minocycline and for the first two months, it worked great. I had perfectly clear skin AND I noticed that my hair STOPPED falling out at it's normal rate. All the women in my family start losing their hair starting in their thirties and by the time they are 60, wigs are definitely in order. Also, I normally get tonsil stones. These also ceased.",positive
"getting rid of a migraine after years of suffering. Have lost count of the ruined parties, weddings, holiday days etc before a friend recommended this tablet to me. To me it is simply a magic pill.",positive
Controlled allegies very well,positive
"Very concentrated , very alert , Euphoria , more done in less time , sociable , energetic .",positive
"Effexor was very effective at alleviating my symptoms of depression.  My mood improved dramatically, I felt happy and engaged in life again.  It also worked fairly quickly.  I began feeling the effects within the first week.",positive
None - No pain relief,negative
No fluctuation anymore. Normal bloodpressure ever since,positive
lightening of acne scars,positive
"The benefits were a very gradual reduction in the appearance of sun spots on the skin. The spots themselves never disappeared but lightened over a period of time. The general appearance of the skin also improved slightly but it did not prevent new spots from appearing as I noticed that they did, although I suspect that the cream probably kept them lighter than they would have been. Discontinuation did make the darkness come back into the sun spots after about 4 to 6 months however.",negative
"ALL my anxiety, stress, were gone. I also have Tourette's Syndrome, which is a neurological disorder which causes me to have involentary movements and sounds that I have no controll over, (tics.) And once I started taking this medicine, the tics were such at the minimum, i used to have 50-100 tics a day, now i have 3-4 tics all because of Lorazepam. This might be a very good treatment for others with Tourette's Syndrome!!",positive
effective in helplng to control acid reflux,positive
I just finished my 90 day course and am seeing great benefits.  My toenails are finally growing out thin and clear.  I didn't start to see any major changes in my toenails until around the two month mark.  I told myself I would be one of the people who comes back to review the product because the positive reviews I read are what got me through those first few weeks when all of the negative side effects were flashing through my head.  It has definitely been worth it to take the pills.  I can't wait for a few more months to go by where my toenails will be completely  be grown out and I will feel confident about going and getting the first pedicure of my life.  Also very much looking forward to sandal season next year.,positive
"I've used 40mg Inderal for situational anxiety a few times per month over the past 6 years. I found it to be very effective when taken 30min to 1hr prior to public speaking, large social gatherings, dates, and other anxiety provoking situations. It really helps decrease signs of nervousness resulting from the fight-or-flight response, such as increased heart rate, sweaty palms, and dry mouth.",positive
"treatment benefits of using amoxicillin for the infection proved to be substantial. My infection diminished progressively over the course of a week taking the prescribed dosage each day, I also noticed that the infection never reoccurred and has not since. Overall taking amoxil was not nearly unpleasant as I thought it would have been and it did the job I was told it would do",positive
"I had experienced decreased energy and increasing tiredness for several years.  It got to the point I was taking naps for the first time since I was a small child, and still didn't feel refreshed.  I also felt cold frequently and had put on a good 20 pounds in a year.  When I went for my annual physical, my blood work came back with high cholesterol for the first time.  I thought it was advancing middle age.  Fortunately, my MD put it all together and ordered a thyroid test.  I was very low.  Within two weeks, I felt energized and my mood improved.  I have shed some (not all, darn it) of the weight and my cholesterol score is lower.",positive
"The benefits of amoxicillin were that it did help clear the infection, it seemed to help my acne, also.  I noticed it working within about four days.  I only had to take it for a week.  It did not taste bad.  It did not make me foggy headed.",positive
"Over the course of about three to four months of daily use, lifelong allergies started to decrease and then disappear altogether.",positive
I have a background of worry and stress-related symptoms where I am unable to wind down at the end of the day. With this drug I am able to fall asleep within 30 minutes,positive
my migraines would always leave after taking imitrex or sumatriptan and then if taken at night i could go back to sleep and sleep through the night and wake feeling just fine.,positive
